Fighter,Elo Rating,Peak Elo,Record,Unbeaten Streak,Strength of Schedule
Raphael Assuncao,1251.610045285864,1327.9089350299546,12-7-0,0,1231.9875759611996
Jim Miller,1251.226066331579,1329.2747096423545,27-19-0,0,1235.7312271351996
Li Jingliang,1251.2234297257548,1286.9265936953325,11-7-0,0,1228.3303167861416
Daniel Marcos,1251.0781659104857,1265.1882177172818,5-2-0,0,1242.8577567358566
Karo Parisyan,1250.9357975325156,1289.1279148681865,8-4-0,0,1220.4980199422753
Chidi Njokuani,1250.8011926130825,1250.8011926130825,6-3-0,4,1216.652388316569
Al Iaquinta,1250.3926623751959,1299.077726253157,9-6-0,0,1250.1049398767532
Darren Elkins,1249.9876634202453,1332.557882206469,19-12-0,0,1222.761841446535
Dooho Choi,1249.8404600953088,1249.8404600953088,6-3-1,4,1218.2848910489133
Shamil Gaziev,1249.4844097961393,1249.4844097961393,4-1-0,3,1221.9397070249825
Julianna Pena,1249.1748911849966,1283.8513893366865,8-5-0,0,1252.0560622908342
Victor Henry,1248.9954393531527,1248.9954393531527,5-2-0,2,1226.2762790989302
Allan Nascimento,1248.6463318111303,1248.6463318111303,4-1-0,4,1210.4522698965022
Daniel Santos,1248.3571199168794,1248.3571199168794,4-1-0,4,1209.3524406165648
Ramazan Temirov,1248.2142804994205,1248.2142804994205,3-0-0,3,1217.8037310525467
Ruslan Magomedov,1248.1526421096307,1248.1526421096307,3-0-0,3,1216.8622907548033
Leonardo Santos,1248.1132870898014,1302.4176768964176,7-3-1,0,1224.5918971628228
Tony Ferguson,1248.0947959116706,1397.6830704324966,15-9-0,0,1256.9360164531524
Jessica Andrade,1248.0032501630812,1314.9665990337205,17-13-0,0,1247.3654069105492
Mateusz Rebecki,1247.9975419742539,1247.9975419742539,4-1-0,1,1225.3734739743606
Alan Belcher,1247.6956645486198,1277.5564105058872,9-6-0,0,1222.1782427440266
Myktybek Orolbai,1247.6552656612243,1247.6552656612243,4-1-0,2,1219.4838604635547
Matt Mitrione,1247.6165562694928,1281.9023615763242,9-5-0,0,1223.0021787218334
Jimmie Rivera,1247.5774507473366,1281.2863226170996,7-4-0,0,1250.0498412024835
Nurullo Aliev,1247.5331453805359,1247.5331453805359,3-0-0,3,1212.5565220824121
Bogdan Guskov,1247.509575790356,1247.509575790356,4-1-0,4,1205.415330239331
Matt Brown,1247.504163434248,1303.161476749873,17-13-0,1,1230.8391305985758
Sam Patterson,1247.1996137567094,1247.1996137567094,4-1-0,4,1202.7788865335995
Rafael Estevam,1247.195431621219,1247.195431621219,3-0-0,3,1209.9286643713006
Mark Bocek,1247.1771431000357,1249.032142310456,8-5-0,1,1214.8531885703212
Jhonata Diniz,1247.065856270891,1247.065856270891,4-1-0,2,1215.749958165798
Evan Tanner,1247.005551288726,1306.8307197855843,11-6-0,0,1217.1000346170413
Kevin Lee,1246.9773321093182,1311.7912503389405,11-8-0,0,1257.8331468483022
Payton Talbott,1246.7588794560643,1246.7588794560643,5-2-0,1,1224.4042885280753
Brandon Royval,1246.6133082464726,1275.1984399399626,7-5-0,0,1260.1585613810923
Alex Caceres,1246.574330732757,1278.441670222993,16-13-0,0,1213.3258455568996
Patrick Smith,1246.4996289313513,1247.9660918698307,4-1-0,1,1219.0527386412955
Brett Johns,1246.4022682293903,1246.6439060312496,5-2-0,2,1219.3212198200395
Mark Munoz,1246.3095321713622,1286.273310271306,9-6-0,1,1238.0738285133245
James Vick,1246.2873804950193,1321.0539262210932,9-5-0,0,1238.5800341510483
Tabatha Ricci,1246.191926496863,1261.7471761782026,6-3-0,0,1220.7372929428923
Nik Lentz,1246.1825342825266,1294.380490010223,14-9-1,0,1229.298106639217
Danny Silva,1246.1247069977032,1246.1247069977032,3-0-0,3,1202.6897267266825
Jack Hermansson,1245.7802422587124,1283.3269005951906,11-8-0,0,1247.8323401128036
Ignacio Bahamondes,1245.4996164244,1264.7994304376855,7-4-0,0,1224.1716637661068
Ian Machado Garry,1245.3449835646102,1245.3449835646102,4-2-0,1,1273.1944953643804
Ludovit Klein,1244.6053998786447,1274.883495304452,7-4-1,0,1222.3782848146618
Irene Aldana,1244.5427096168657,1259.5429006475147,8-6-0,0,1236.2275691975467
Rafa Garcia,1244.4170571185675,1244.4170571185675,6-4-0,2,1227.1996116716086
Jeff Molina,1244.399641635802,1244.399641635802,3-0-0,3,1189.4647590346422
Nora Cornolle,1244.1480223898186,1244.1480223898186,4-1-0,2,1202.584618675386
Brunno Ferreira,1244.0747127972556,1244.0747127972556,5-2-0,2,1204.0566038764123
Lone'er Kavanagh,1244.0045178265684,1244.0045178265684,3-0-0,3,1186.4320428432472
Cesar Almeida,1243.991039765759,1243.991039765759,4-1-0,3,1194.8247821692821
Christian Leroy Duncan,1243.9412370736607,1243.9412370736607,5-2-0,2,1202.277841123865
Justin Willis,1243.9353236063207,1260.3156508669717,4-1-0,0,1212.8168781405122
SuYoung You,1243.8722448177082,1243.8722448177082,3-0-0,3,1185.4344043824208
Gunnar Nelson,1243.752691780539,1279.0881195030158,10-7-0,0,1246.9528855642955
ChangHo Lee,1243.7412499303016,1243.7412499303016,3-0-0,3,1184.4453895400611
Stevie Ray,1243.4230145109004,1260.574437877032,7-4-0,1,1223.8360163827592
Alejandro Perez,1243.4140397982649,1282.8366559880396,8-4-1,0,1205.5690211595725
Damir Ismagulov,1243.1299607795527,1273.7884114335411,5-2-0,0,1225.3636165519122
Michael McDonald,1242.851313409708,1261.095778722147,6-3-0,0,1227.7180608035715
Tom Nolan,1242.8148715254895,1242.8148715254895,4-1-0,4,1182.6430382228064
Karine Silva,1242.7897914271307,1260.8057158245865,4-1-0,0,1208.2369441941548
Nate Maness,1242.7513842796723,1246.8717333942761,5-2-0,2,1207.4391956298605
Alexa Grasso,1242.7240254507035,1285.4695337058363,8-6-1,0,1252.5775191151718
Eryk Anders,1242.6589102916123,1242.6589102916123,10-8-0,3,1223.735081213825
Ricco Rodriguez,1242.5604109362816,1278.3270180930174,5-2-0,0,1225.0065389205488
Marvin Vettori,1242.4251690846224,1288.9921896733426,9-7-1,0,1259.4912751980032
Jerry Bohlander,1242.3653928220472,1261.090321396227,5-2-0,0,1206.8382140776187
Guy Mezger,1241.9430413819591,1259.7634473544072,4-1-0,0,1204.012385729297
Chael Sonnen,1241.6889748355632,1259.7150713375856,7-7-0,0,1284.7257769127705
Lauren Murphy,1241.6809530684168,1255.5998594110874,8-6-0,0,1220.2214175507138
Paulo Costa,1241.578201048769,1280.313455580209,6-4-0,0,1268.421843378913
Alan Jouban,1241.389996759497,1261.3200658748337,8-5-0,1,1217.0351385746121
Uriah Hall,1241.373093078897,1271.5227585116506,10-9-0,0,1245.0574970161535
Mohammed Usman,1241.288247202493,1243.9266036999447,5-2-0,2,1200.9444601226592
Davey Grant,1241.1414667957656,1241.1414667957656,8-6-0,2,1215.4750333357404
Said Nurmagomedov,1241.1341513763846,1278.8631637829599,7-4-0,0,1230.6190526527598
Dan Hardy,1240.8473911849367,1269.5902115337408,6-4-0,2,1251.943978816566
Joselyne Edwards,1240.6224201482096,1240.6224201482096,7-4-0,3,1193.4427814318892
Nikita Krylov,1240.5450824868483,1270.8254130774362,11-9-0,0,1240.4240392755617
Sergio Moraes,1240.5002885271806,1291.0018281272833,8-5-1,0,1228.0224852377119
Chris Weidman,1240.4761172111687,1355.3141946923733,12-9-0,0,1278.195573029609
Chris Wade,1240.057708614429,1261.0696277571724,5-2-0,1,1207.642040897946
Jon Madsen,1240.0231395617088,1257.1415615653318,4-1-0,0,1194.5657999506045
Jussier Formiga,1239.9547041325761,1286.997467026539,9-7-0,0,1242.8066411318848
Thiago Tavares,1239.8467225012407,1259.0041956917482,10-7-1,0,1216.1264806152874
Yana Santos,1239.6972202189588,1239.6972202189588,7-5-0,3,1224.2905084321378
Laverne Clark,1239.6913918787595,1259.729526119354,4-1-0,0,1194.0212366284086
Alexander Hernandez,1239.6045142559553,1246.6361092467687,9-7-0,3,1235.832635818571
Casey O'Neill,1239.2491776026213,1257.5767609321344,5-2-0,1,1202.6496032545078
Francis Carmont,1239.086653831753,1289.774350237893,6-3-0,0,1227.8591136417215
Michael Page,1239.070729633067,1239.070729633067,3-1-0,2,1250.0226659570865
Gray Maynard,1239.0040911682506,1324.2665181237396,11-7-1,0,1242.3464311478579
Dustin Ortiz,1238.944180717412,1251.4245022989949,8-6-0,0,1228.9127565738377
Frank Mir,1238.622939988006,1311.270605644185,16-11-0,0,1227.9031731620644
Jordan Leavitt,1238.5971434726769,1238.5971434726769,6-3-0,2,1194.1977611559203
Aaron Simpson,1238.3096196947124,1258.980319488419,7-4-0,0,1214.5760453490054
Jairzinho Rozenstruik,1238.148863897728,1270.1200064981706,9-7-0,0,1256.581917593368
Tecia Torres,1237.829526028274,1272.6996271279888,9-6-0,0,1221.7530267401187
Luana Carolina,1237.6709852427075,1237.6709852427075,6-3-0,3,1186.005413987944
Josh Koscheck,1237.5501612540477,1330.7605757067793,15-10-0,0,1236.2582655456704
Renato Sobral,1237.3383934224014,1249.4151205834798,6-4-0,1,1232.1869304700544
Jack Shore,1237.213414597096,1273.3591345179152,6-3-0,0,1218.8307469216463
John Dodson,1237.1962131310618,1275.0385413683007,10-7-0,0,1235.6906331207579
Askar Askarov,1237.0504493154492,1252.8722015489268,3-1-1,0,1245.272034354922
Phil Rowe,1236.9702361724944,1236.9702361724944,5-3-0,2,1224.2818427967795
Sean Pierson,1236.7853757030723,1236.7853757030723,4-2-0,3,1224.3065098750756
Enrique Barzola,1236.560856048807,1259.0253727652255,6-3-1,1,1209.2206217534301
Macy Chiasson,1236.4955762906018,1268.3241829428553,8-5-0,0,1220.626532220921
Aleksandar Rakic,1236.4693473612222,1280.6368234886534,6-4-0,0,1256.992382551979
Eddie Alvarez,1236.4083423965048,1248.2164139753245,4-3-0,0,1290.069374836938
Julian Erosa,1236.1951577169325,1250.6571184756785,10-9-0,0,1226.9729953309059
Murilo Bustamante,1236.1508638627429,1236.1508638627429,3-1-0,2,1231.142868663342
Shane Carwin,1235.7630673845392,1266.961546725852,4-2-0,0,1249.4741662501785
Tecia Pennington,1235.5447373895477,1235.5447373895477,3-1-0,3,1223.0419653122085
Luke Rockhold,1235.4733610907808,1283.944535074239,6-5-0,0,1283.3128711114232
Kyung Ho Kang,1235.3000470640918,1273.6364893348573,8-5-0,0,1210.3070570608668
Alex Perez,1235.2749386576002,1277.1956436276935,7-5-0,0,1247.8567779257448
Philipe Lins,1235.1033921514534,1235.1033921514534,4-2-0,4,1205.8846791440249
Carlos Prates,1235.0613747840046,1270.3524451623096,4-2-0,0,1248.6772483419047
Matheus Nicolau,1234.8442039039646,1287.8712150781266,7-4-0,0,1220.5783046484626
Ilir Latifi,1234.8302518797298,1267.191010737126,9-7-0,0,1231.5580691295397
Jacare Souza,1234.6829519767152,1302.5660559939327,9-7-0,0,1272.9446248692584
John Moraga,1234.6265006611288,1250.7325774690946,8-6-0,0,1230.228842795843
Claudia Gadelha,1234.5905548753929,1249.6382247657268,7-5-0,0,1225.502718272027
Volkan Oezdemir,1234.560904332279,1253.5024598061227,8-7-0,0,1256.127988569381
Ray Borg,1234.5419245774892,1252.0607079334782,7-5-0,0,1228.5394194451885
Seokhyeon Ko,1234.5216970314348,1234.5216970314348,2-0-0,2,1236.5540827688455
Alexander Gustafsson,1234.3771182729001,1298.1698621575013,10-8-0,0,1262.45338461696
Michael Johnson,1234.090223954799,1274.445884063514,16-15-0,3,1232.3756021105733
Andreas Gustafsson,1234.0223432114774,1234.0223432114774,2-0-0,2,1231.1996225351495
Krzysztof Soszynski,1233.8118890850137,1252.7608002382701,6-3-0,0,1196.8557904558734
Shawn Jordan,1233.6979233612574,1250.5868722644102,6-4-0,0,1224.0563011382278
Chris Lytle,1233.4894644144392,1234.7742122303086,10-10-0,1,1220.2503166074282
Bas Rutten,1233.4368345542182,1233.4368345542182,2-0-0,2,1224.3745052729912
Kai Kara-France,1233.2968434054599,1272.5647149922456,8-6-0,0,1241.8184039661962
Casey Kenney,1233.1919143802104,1264.9895732201182,5-3-0,0,1236.5250088583412
Mark Madsen,1232.9944177128427,1264.268548225221,4-2-0,0,1238.0334928915552
Angela Hill,1232.7962626781127,1232.7962626781127,14-14-0,2,1212.5751699226698
Adlan Amagov,1232.7912445383117,1232.7912445383117,2-0-0,2,1216.5978418944856
Mick Parkin,1232.3406206224588,1261.10370360813,4-2-0,0,1235.1603975006703
Dennis Bermudez,1232.2490627975228,1292.6081877549516,10-7-0,1,1225.2815329083298
Melvin Guillard,1232.1023632792114,1287.5370624494803,12-9-0,0,1220.919371305768
Kurt Pellegrino,1232.080145549355,1264.3443409398442,7-5-0,0,1220.4121052633498
Jonathan Micallef,1232.0598403607155,1232.0598403607155,2-0-0,2,1209.052793740012
Serhiy Sidey,1232.0233682253722,1232.0233682253722,3-1-0,3,1200.6663275820486
Phillip Miller,1231.9952424829796,1231.9952424829796,2-0-0,2,1207.948345913739
Brady Hiestand,1231.9581197947598,1231.9581197947598,3-1-0,3,1199.7394174591925
Trey Waters,1231.9389254240625,1231.9389254240625,2-0-0,2,1207.6893521759448
Chris Holdsworth,1231.9368559143593,1231.9368559143593,2-0-0,2,1207.314418241731
Shauna Bannon,1231.9347258903165,1231.9347258903165,3-1-0,3,1199.6379207825332
Michael Graves,1231.9314746604862,1231.9679155454035,2-0-1,3,1210.434431328946
Kelvin Gastelum,1231.894353277498,1314.0729828566714,13-11-0,0,1265.3976893571771
Daria Zhelezniakova,1231.888229061783,1231.888229061783,3-1-0,2,1208.2412589127234
Arjan Bhullar,1231.8166917183987,1231.8166917183987,3-1-0,2,1206.9410924175388
Dean Lister,1231.7207363711223,1246.0781273359416,4-2-0,0,1222.4876400472697
Michal Oleksiejczuk,1231.609940396314,1245.4504408505036,9-7-0,2,1219.7831805291119
Talita Alencar,1231.5187602507451,1231.5187602507451,3-1-0,2,1205.3493373987299
Abel Trujillo,1231.342593145544,1265.353948345398,6-4-0,0,1223.493231056674
Cezar Ferreira,1231.3293445264517,1268.7718220994816,9-6-0,0,1211.8578958579221
Charlie Campbell,1231.2789571056933,1231.2789571056933,2-0-0,2,1199.8354700332163
Ken Shamrock,1231.2728403621313,1261.9106968284443,6-4-2,0,1247.4155910600655
Joel Sutton,1231.263693206478,1231.263693206478,2-0-0,2,1200.0
Don Madge,1231.263693206478,1231.263693206478,2-0-0,2,1200.0
Hyder Amil,1231.234140815256,1248.1460844265957,4-2-0,0,1225.6182785659723
Edimilson Souza,1231.1746416696287,1247.9059550206089,3-1-0,0,1219.819240845689
Tito Ortiz,1231.118641706777,1329.804391264862,14-11-1,0,1254.0022105057094
Bryan Caraway,1231.0536124494865,1264.2134317412876,6-4-0,0,1231.1926546284062
Piera Rodriguez,1231.0495016912257,1231.0495016912257,4-2-0,2,1208.6216277124602
Jacob Volkmann,1231.0350981394822,1252.5124845229316,6-4-0,0,1212.5975995608549
Vladimir Matyushenko,1231.0293840716074,1263.0424318201904,7-5-0,0,1229.018790500176
Punahele Soriano,1230.9995384111635,1231.80597729613,6-4-0,3,1204.9951846718247
Alexia Thainara,1230.8808471761497,1230.8808471761497,2-0-0,2,1195.9097522705742
Claude Patrick,1230.7611141532584,1247.4412270679277,3-1-0,0,1216.7859645502344
Tallison Teixeira,1230.7363381837913,1230.7363381837913,2-0-0,2,1194.2974615553153
Rodrigo Nascimento,1230.5430764688208,1261.8375428287227,5-3-0,0,1223.0820173048683
Aleksandre Topuria,1230.5304984710244,1230.5304984710244,2-0-0,2,1192.0
Alex Hunter,1230.528948084379,1230.528948084379,2-0-0,2,1191.631846603239
Kaue Fernandes,1230.5221802460246,1230.5221802460246,3-1-0,3,1191.7521651372774
Bolaji Oki,1230.5220472370886,1230.5220472370886,3-1-0,2,1199.9496144380887
George Sotiropoulos,1230.5124039550437,1305.9246753361183,7-4-0,0,1222.5056702722547
Jeremy Kennedy,1230.4510835901447,1246.5334148821948,3-1-0,0,1215.1942713190324
Jake Shields,1230.3869030005028,1247.9690813510947,4-3-0,0,1261.5730544684568
Evan Dunham,1230.3248264507165,1279.1469160569734,11-9-1,0,1244.5328673842164
Darren Till,1230.309200483215,1285.9883673518889,6-5-1,0,1272.4497759135481
Alberto Mina,1230.2220613860877,1247.531839933963,3-1-0,0,1213.7972203413215
Gleison Tibau,1230.2183874564146,1301.7459091011092,16-12-0,0,1218.9310072402418
Andre Muniz,1230.1303281594237,1280.1182909944964,6-4-0,0,1242.4605797524885
Evan Elder,1230.0888785910468,1230.0888785910468,4-2-0,4,1184.8456403482467
Makhmud Muradov,1229.9887958230845,1246.8399608964476,4-2-0,1,1215.5251418074604
Viscardi Andrade,1229.949415596283,1229.949415596283,3-1-0,2,1196.1418502395488
Luis Pena,1229.9340626779106,1234.3796503861809,5-3-0,1,1210.7259828552662
Jeremiah Wells,1229.4306871104625,1264.6137883562606,4-2-0,0,1226.1860480312123
Julio Arce,1229.3310601494718,1230.5304984710244,6-4-0,1,1212.5011958028113
Mario Pinto,1229.3294274499158,1229.3294274499158,2-0-0,2,1178.563766316976
Christian Rodriguez,1229.2755402479738,1250.5755427258632,6-4-0,0,1218.5632307658504
Claudio Puelles,1229.2519431919404,1262.2885789015006,5-3-0,0,1215.9924300364705
William Gomis,1229.2234169766812,1263.4329584291813,4-2-0,0,1223.8835211144028
Austin Vanderford,1229.1975934961408,1229.1975934961408,2-0-0,2,1177.0847923853146
Ramiz Brahimaj,1229.17478119413,1229.17478119413,5-3-0,3,1187.6066374171746
Torrez Finney,1229.133745263401,1229.133745263401,2-0-0,2,1176.368153396761
Ateba Gautier,1229.133745263401,1229.133745263401,2-0-0,2,1176.368153396761
Constantinos Philippou,1229.0765229415017,1266.3021996728241,6-4-0,0,1221.9084773887766
JooSang Yoo,1229.0735666895853,1229.0735666895853,2-0-0,2,1175.692480790873
Stephan Bonnar,1229.0142678375403,1237.7866251295284,8-7-0,0,1231.7469297766504
Tom Breese,1228.8218186657853,1246.5399504311886,5-3-0,0,1221.6642490043948
Diego Brandao,1228.7962015555672,1246.936365129329,6-4-0,0,1216.5942916100819
Sam Hughes,1228.6808522402077,1228.6808522402077,6-5-0,3,1210.0338931230194
Albert Tumenov,1228.6779505520744,1262.8642097495456,5-3-0,0,1215.0487565214032
Marco Ruas,1228.623738847349,1262.6183675752043,4-2-0,0,1221.8102348258024
Hakeem Dawodu,1228.5181339683486,1263.0542863526614,6-4-0,0,1222.0753933928747
Magnus Cedenblad,1228.4751412186827,1246.6087705052455,4-2-0,0,1200.5720129358635
Nicolas Dalby,1228.4539038344076,1272.6642443091123,7-6-1,0,1238.3691763147258
Kevin Vallejos,1228.3688505398482,1228.3688505398482,2-0-0,2,1167.7623506007596
Brock Lesnar,1228.2750129400151,1260.9952552887305,4-3-0,0,1262.2560639811904
Ariane Lipski,1228.2145040642606,1228.2145040642606,6-5-0,3,1213.0700572756678
Desmond Green,1228.136597770166,1228.136597770166,4-3-0,2,1242.825816494476
Iuri Alcantara,1228.129251388639,1266.3570112985094,10-7-0,0,1209.3392000442982
Johnny Walker,1228.0608073732694,1257.7071210869815,7-6-0,0,1255.0784737731753
Brian Ebersole,1228.0526198723926,1264.6051497802664,5-3-0,0,1224.820821861325
Daniel Kelly,1227.9666079317444,1278.179491806667,6-4-0,0,1229.5442071958132
Bo Nickal,1227.93315945633,1259.800484726534,4-2-0,0,1217.2126506160425
Dione Barbosa,1227.9213438495915,1227.9213438495915,3-1-0,2,1185.6707873534342
David Martinez,1227.8155230981574,1227.8155230981574,2-0-0,2,1161.5094202121918
Ramazan Emeev,1227.77594990255,1262.845611671455,5-3-0,0,1225.856203730896
Gerald Harris,1227.729526119354,1245.8278203282016,3-1-0,0,1200.0
Zubaira Tukhugov,1227.520688731204,1245.6090821023126,5-3-1,0,1212.0857406161456
Valter Walker,1227.4986224084626,1227.4986224084626,3-1-0,3,1173.9285675604465
Nicolae Negumereanu,1227.2745085543224,1244.6247053254813,4-2-0,0,1194.5901164721465
CB Dollaway,1227.1672036669572,1258.8650712480026,11-9-0,0,1219.7376311401263
Yadier del Valle,1227.14559135432,1227.14559135432,2-0-0,2,1153.9481078509866
Mike Russow,1227.1345788564095,1262.933642428783,4-2-0,0,1216.805906497954
Norman Parke,1227.058278733567,1259.7159341951224,5-3-1,0,1219.8751725507525
Ben Rothwell,1226.9048149692212,1259.5851668052135,9-8-0,0,1233.8246458077053
Elijah Smith,1226.8153924544083,1226.8153924544083,2-0-0,2,1150.1740167390985
Shara Magomedov,1226.7903001689601,1262.4852419317901,4-2-0,0,1215.1295930998547
Muin Gafurov,1226.5678522161256,1226.5678522161256,3-2-0,3,1237.9438424567993
Travis Browne,1226.4057602707167,1289.1332789769526,9-7-1,0,1249.7833167950466
Holly Holm,1225.8795698953222,1252.0400902227475,8-7-0,0,1238.5686220511711
Lorenz Larkin,1225.7016808432822,1225.7016808432822,5-5-0,2,1246.3676758755164
Karl Williams,1225.608433147249,1242.8772172541667,3-1-0,0,1186.1899625870105
Joe Lauzon,1225.5522257347739,1273.6649122774193,15-12-0,1,1228.392570468671
Antonio Carlos Junior,1225.4546734904607,1276.562937253616,7-5-0,0,1216.876659878108
Johnny Case,1225.223134774494,1260.3527878524635,4-2-0,0,1207.9158093331464
